sampels,sampels_1,BPA_ID,Sample Site,Depth_BIN,Depth_MLD,Depth,Water.mass,Latitude (decimal degrees),Depth (m),T,S,O2,Si,NO3,NO2,PO4,NH4,Chl c3,Chl c2,Chl c1,Chlide a,Phide a,Perid,But-fuco,Fuco,Neo,Pras,Viola,Hex-fuco,Astax,Diadino,Allo,Diato,Zea,Lut,DV chl b,Chl b,DV Chl a,Tot. MV Chl a,carotene mix,Micro,Nano,Pico,T.Pig,PON_nmol.L,POC_nmol.L,d15N,d13C,C:N,NO3.Up,NH4.Up,P.P.,N2_Fix,C_ug.L,N_ug.L,Domint WM Category,Secondary WM Category,Stn_nbr,Depth_m,Longitude,SW,PEW,EQ13W,SAMW,AAIW,UCDW,LCDW,NPDW,AABW,total%,Date sampled (YYYY-MM-DD),Time sampled (hh:mm),Subset,SubsetDepth,Longitude (decimal degrees),GO_SHIPS_CTD_no,Bottom depth,Pressure bottle,number,ID,NCBI_Submission,NCBI Sample Accession,Organism,Tax ID,Sampleme_depth,NCBI BioProject,DayLength,Stratificaiton..Tsurface.Tsample.,NRS_Location_code; Voyage_code,geo_loc (country:subregion),Oxygen (_mol/L) Lab,Chlf: CTD,Salinity [PSU] Lab,Biomass (mg/m3),Microplankotn,noplankton,Picoplankton,d13C,Total CO2 (_mol/kg),Total alkalinity (_mol/kg),"Total Bacteria
 (cells/mL)","Bacteria and Not Phototrophs
 (cells/mL)"
G34477,P15S_11836,34477,11836,1,1,SFC,SPSG,-10.9976,4.5,29.657,34.695,188.3,0.4,0.005,0.01,0.16,0.035,0,0.005,0,0,0,0,0.002,0.001,0,0,0,0.011,0,0.004,0,0,0.033,0,0,0,0.023,0.02,0.005,0.031686381,0.016186586,0.945189925,1.096,284.7728401,2796.647682,10.01921806,23.54939642,9.820626435,29.20119225,799.2447161,118.8593277,110.312775,33.55977218,3.986819762,SAMW,PEW,43,74.4,-171.373367,0,0.341,0.077,0.404,0.149,0,0,0,0,0.971,42511,0.204861111,2,0,-171.373367,43,5098,74.4,634,102.100.100/37088,TRUE,SAMN08218885,marine metagenome,408172,102.100.100/37088_74,PRJ385736,549,-0.009,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,262.1,0.18,34.6741,,,,,-23.54939642,1935.2,2281.3,,
G34478,P15S_11936,34478,11936,1,1,SFC,SPSG,-10.49813,5.7,29.766,34.554,187.9,0.31,0.005,0.01,0.15,0.034,0.002,0.006,0,0,0,0,0.002,0.002,0,0,0,0.012,0,0.003,0,0,0.038,0,0,0,0.025,0.021,0.005,0.047204803,0.014373948,0.932260985,1.109,383.4432239,3340.866619,7.656260438,23.07122801,8.712806514,39.6442026,456.053011,90.28391578,15.216375,40.09039942,5.368205134,SASW,SAMW,44,4.8,-172.73543,0,0.263,0.068,0.317,0.302,0,0,0,0,0.949,42512,0.166666667,2,0,-172.73543,44,4666,4.8,189,102.100.100/34406,FALSE,,,,,,554,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,259.8,0.41,34.6544,0.2808,,,,-23.07122801,1927.6,2272.2,,
G34479,P15S_12036,34479,12036,1,1,SFC,PED,-9.92345,5.4,29.821,34.504,187.7,0.29,0.005,0.01,0.14,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMW,PEW,44,34.1,-172.73455,0,0.302,0.074,0.349,0.236,0,0,0,0,0.961,42512,0.015277778,2,0,-172.73455,44,4666,34.1,641,102.100.100/37095,TRUE,SAMN08218892,marine metagenome,408172,102.100.100/37095_34,PRJ385736,554,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,260,0.44,34.7254,,,,,,1924,2270.4,,
G34480,P15S_12136,34480,12136,1,1,SFC,PED,-9.49903,5.3,29.978,34.595,187.2,0.27,0.005,0.01,0.15,0.018,0.002,0.005,0,0,0,0,0.001,0.001,0,0,0,0.008,0,0.002,0,0,0.044,0,0,0,0.032,0.018,0.005,0.028972309,0.009762355,0.957081469,1.115,386.2978991,2761.176082,7.72926866,22.94355674,7.14778954,39.33773808,489.0106549,71.32643362,21.23592,33.13411299,5.408170587,SAMW,PEW,44,84.6,-172.73455,0,0.369,0.085,0.405,0.124,0,0,0,0,0.982,42512,0.015277778,2,0,-172.73455,44,4666,84.6,640,102.100.100/37094,TRUE,SAMN08218891,marine metagenome,408172,102.100.100/37094_84,PRJ385736,554,0.019,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,258.9,0.34,34.7326,,,,,-22.94355674,,,3.50E+05,3.00E+05
G34481,P15S_12236,34481,12236,1,1,SFC,PED,-8.99877,5.6,29.924,34.53,187.4,0.39,0.005,0.001,0.14,0.022,0.003,0.005,0,0,0,0,0.002,0.001,0,0,0,0.01,0,0.003,0,0,0.033,0,0,0,0.024,0.019,0.004,0.038958814,0.018538901,0.934557041,1.096,337.7275366,2796.647682,15.89142557,22.69363661,8.280780743,177.0321359,723.976966,121.3268043,,33.55977218,4.728185513,SAMW,PEW,45,37.1,-173.1415,0,0.281,0.071,0.339,0.264,0,0,0,0,0.955,42512,0.491666667,2,0,-173.1415,45,3830,37.1,647,102.100.100/37101,TRUE,SAMN08218898,marine metagenome,408172,102.100.100/37101_37,PRJ385736,557,-0.036,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,258.3,0.41,34.7319,,,,,-22.69363661,1926.1,2271.9,,
G34482,P15S_12336,34482,12336,1,1,SFC,PED,-8.4942,5.4,29.977,34.512,187.8,0.4,0.005,0.01,0.14,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMW,PEW,45,91.2,-173.1415,0,0.371,0.085,0.406,0.12,0,0,0,0,0.983,42512,0.491666667,2,0,-173.1415,45,3830,91.2,646,102.100.100/37100,TRUE,SAMN08218897,marine metagenome,408172,102.100.100/37100_91,PRJ385736,557,-0.022,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,257.8,0.3,34.7345,,,,,,,,,
G34483,P15S_12436,34483,12436,1,1,SFC,PED,-8.0003,5.7,30.138,34.558,187,0.88,0.005,0.001,0.15,0.016,0,0.005,0,0,0,0,0,0,0,0,0,0.008,0,0.002,0,0,0.035,0,0,0,0.028,0.019,0.005,0,0,1,1.101,291.9348925,2786.007901,11.32061575,23.32833447,9.543250818,33.76656373,553.7683986,96.9436303,16.118935,33.43209482,4.087088495,SASW,AAIW,45,5.7,-173.14217,0,0.229,0.063,0.3,0.347,0,0,0,0,0.939,42512,0.550694444,2,0,-173.14217,45,3830,5.7,190,102.100.100/34407,FALSE,,,,,,557,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,258.5,0.3,34.6603,0.2522,,,,-23.32833447,1926.6,2273.4,2.10E+05,1.80E+05
G34484,P15S_12536,34484,12536,1,1,SFC,PED,-7.49845,5,29.971,34.495,188,0.77,0.005,0.001,0.14,0.033,0.002,0.003,0,0,0,0,0,0,0,0,0,0.007,0,0.002,0,0,0.027,0,0,0,0.017,0.014,0.004,0,0,1,1.076,313.4097765,2952.530455,7.085859385,23.35115383,9.420671201,69.54966328,774.9526142,,20.144985,35.43036546,4.387736871,SAMW,PEW,46,25.7,-173.502283,0,0.332,0.082,0.356,0.197,0,0,0,0,0.967,42512,0.666666667,2,0,-173.502283,46,3411,25.7,653,102.100.100/37107,TRUE,SAMN08218904,marine metagenome,408172,102.100.100/37107_25,PRJ385736,566,-0.037,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,257.8,0.27,34.7384,,,,,-23.35115383,1922.6,2269.7,2.80E+05,2.40E+05
G34485,P15S_12636,34485,12636,1,1,SFC,PED,-7.00215,5.1,30.075,34.649,188.2,0.63,0.005,0.001,0.15,0.031,0,0.003,0.002,0,0,0,0,0,0,0,0,0.009,0,0.004,0,0,0.045,0,0,0,0.03,0.022,0.005,0,0,1,1.12,316.2718167,2491.063039,10.08283533,22.806814,7.876335821,197.3051628,500.6090041,,,29.89275647,4.427805434,SAMW,PEW,46,73.2,-173.502283,0,0.37,0.085,0.4,0.126,0,0,0,0,0.981,42512,0.666666667,2,0,-173.502283,46,3411,73.2,652,102.100.100/37106,TRUE,SAMN08218903,marine metagenome,408172,102.100.100/37106_73,PRJ385736,566,-0.005,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,257.6,0.25,34.7382,,,,,-22.806814,1930.2,2280.2,,
G34486,P15S_12736,34486,12736,1,1,SFC,PED,-6.50037,5.9,30.162,34.768,186.9,0.42,0.005,0.001,0.14,0.014,0,0.003,0.002,0,0,0,0,0,0,0,0,0.008,0,0.003,0,0,0.041,0,0,0,0.03,0.017,0.004,0,0,1,1.109,,,,,,,,,,,,SASW,SAMW,46,6.1,-173.50195,0,0.316,0.08,0.337,0.227,0,0,0,0,0.961,42512,0.816666667,2,0,-173.50195,46,3411,6.1,191,102.100.100/34408,FALSE,,,,,,566,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,257.7,0.41,34.7109,,,,,,1935,2286.5,,
G34487,P15S_12836,34487,12836,1,1,SFC,PED,-5.9993,5.6,30.455,34.897,187.3,0.6,0.02,0.001,0.14,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.7461756,2722.138631,7.127833399,23.22128113,5.081022982,282.6097237,561.1078272,68.10412515,13.915525,32.66566357,7.500446458,SAMW,PEW,47,61.4,-173.74595,0,0.393,0.093,0.398,0.105,0,0,0,0,0.989,42512,0.984027778,2,0,-173.74595,47,3103,61.4,659,102.100.100/37113,TRUE,SAMN08218910,marine metagenome,408172,102.100.100/37113_61,PRJ385736,558,-0.052,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,259.2,0.81,34.7027,,,,,-23.22128113,1943.2,2295,3.50E+05,2.80E+05
G34488,P15S_12936,34488,12936,1,1,SFC,PED,-5.50222,5,30.419,34.942,185.4,0.63,0.005,0.001,0.14,0.027,0,0.003,0.002,0,0,0,0.002,0.001,0,0,0,0.008,0,0.003,0,0,0.044,0,0,0,0.029,0.02,0.005,0.024804322,0.014216115,0.954886942,1.11,383.4432239,3263.356045,9.816735157,23.03102001,8.510662967,212.0109881,750.5225063,84.5761767,19.4634,39.16027254,5.368205134,SAMW,PEW,47,82.6,-173.74595,0,0.393,0.093,0.402,0.101,0,0,0,0,0.989,42512,0.984027778,2,0,-173.74595,47,3103,82.6,658,102.100.100/37112,TRUE,SAMN08218909,marine metagenome,408172,102.100.100/37112_82,PRJ385736,558,-0.049,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,258.9,0.59,34.7046,,,,,-23.03102001,1949.6,2297.6,,
G34489,P15S_13036,34489,13036,1,1,SFC,PED,-4.99815,5,30.373,34.978,185.6,0.73,0.005,0.001,0.15,0.032,0.007,0.01,0.004,0,0,0,0.005,0.003,0.001,0,0.001,0.026,0,0.009,0,0.003,0.055,0,0.005,0.013,0.055,0.049,0.008,0.046391908,0.14952912,0.796650769,1.246,,,,,,,,,,,,SASW,SAMW,47,1.3,-173.7483,0,0.392,0.093,0.388,0.115,0,0,0,0,0.988,42513,0.106944444,2,0,-173.7483,47,3103,1.3,192,102.100.100/34409,FALSE,,,,,,558,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,,0.47,,0.2952,,,,,1953.2,2300.2,,
G34490,P15S_13136,34490,13136,1,1,SFC,PED,-4.50045,4.7,30.258,34.861,185.4,0.7,0.005,0.001,0.18,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.488783,3681.683732,11.93247815,22.40406673,7.710513552,101.4606207,544.8289195,112.7206777,,44.18020479,6.684842962,SASW,SAMW,48,3.9,-173.9375,0,0.258,0.07,0.393,0.247,0,0,0,0,0.968,42513,0.271527778,2,0,-173.9375,48,1897,3.9,193,102.100.100/34410,FALSE,,,,,,559,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,253.9,0.83,34.8698,,,,,-22.40406673,1959,2292.1,,
G34491,P15S_13236,34491,13236,1,1,SFC,PED,-3.9948,6.3,30.183,34.909,186.8,0.8,0.005,0.001,0.17,0.042,0.005,0.007,0.003,0,0,0.003,0.005,0.002,0.001,0,0.001,0.021,0,0.008,0,0.002,0.051,0,0.003,0.01,0.046,0.04,0.009,0.079050817,0.127324417,0.785311417,1.208,339.1573167,3171.651654,11.00740858,22.94612278,9.351564885,124.1134642,659.1169144,121.5611746,17.112935,38.05981984,4.748202434,SAMW,PEW,48,38.2,-173.9375,0,0.313,0.079,0.397,0.187,0,0,0,0,0.977,42512,0.771527778,2,0,-173.9375,48,1897,38.2,665,102.100.100/37119,TRUE,SAMN08218916,marine metagenome,408172,102.100.100/37119_38,PRJ385736,559,-0.01,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,253.9,,34.8679,,,,,-22.94612278,1957.7,2294.6,3.80E+05,3.20E+05
G34492,P15S_13336,34492,13336,1,1,SFC,PED,-3.50138,6.3,29.962,34.821,187.6,0.91,0.03,0.01,0.18,0.064,0.009,0.012,0.003,0,0,0.004,0.007,0.005,0.002,0,0.001,0.027,0,0.006,0,0,0.058,0,0.006,0.011,0.054,0.052,0.011,0.111887694,0.119053735,0.759268167,1.257,647.6419981,4760.683494,12.21148453,22.44885779,7.350794896,251.2058369,869.9469848,156.8185562,,57.12820193,9.066987973,SAMW,PEW,48,88.8,-173.9375,0,0.395,0.093,0.402,0.099,0,0,0,0,0.99,42512,0.771527778,2,0,-173.9375,48,1897,88.8,664,102.100.100/37118,TRUE,SAMN08218915,marine metagenome,408172,102.100.100/37118_88,PRJ385736,559,0.127,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,253.7,0.32,34.8469,,,,,-22.44885779,1960.3,2290.2,,
G34493,P15S_13436,34493,13436,1,1,SFC,PED,-2.99973,4.8,29.93,34.835,188.8,0.69,0.02,0.01,0.18,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.7894248,4344.851124,10.32870217,22.69561614,7.195970888,,,,,52.13821348,8.453051947,PEW,SAMW,49,5.4,-174.7838,0,0.403,0.1,0.39,0.098,0,0,0,0,0.992,42513,0.707638889,2,0,-174.7838,49,1058,5.4,194,102.100.100/34411,FALSE,,,,,,565,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,246.7,0.85,35.0567,0.2701,,,,-22.69561614,1958.6,2291.6,,
G34494,P15S_13536,34494,13536,1,1,SFC,PED,-2.50042,5.2,29.673,34.946,187.6,1.38,0.26,0.02,0.2,0.05,0.01,0.013,0.001,0,0,0.007,0.007,0.005,0.002,0,0.002,0.033,0,0.007,0,0,0.065,0,0.003,0.013,0.049,0.067,0.01,0.127142878,0.118835477,0.745708564,1.286,,,,,,,,,,,,PEW,SAMW,49,50,-174.784083,0,0.415,0.1,0.393,0.085,0,0,0,0,0.993,42513,0.655555556,2,0,-174.784083,49,1058,50,671,102.100.100/37125,TRUE,SAMN08218922,marine metagenome,408172,102.100.100/37125_50,PRJ385736,565,0.175,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,247.2,0.47,35.0412,,,,,,1969.2,2297.3,,
G34495,P15S_13636,34495,13636,1,1,SFC,PED,-2.00113,7.8,29.126,35.317,190.2,1.54,1.25,0.08,0.3,0.071,0.009,0.01,0.007,0,0,0.005,0.007,0.004,0.001,0,0.001,0.03,0,0.012,0,0.003,0.071,0,0.005,0.014,0.055,0.064,0.011,0.098839408,0.131219216,0.761604926,1.301,687.1886973,5071.028399,7.363520701,22.91900902,7.379382722,2120.067254,604.9447322,215.4413365,28.9525,60.85234079,9.620641762,PEW,SAMW,49,74.6,-174.784083,0,0.421,0.1,0.394,0.078,0,0,0,0,0.994,42513,0.655555556,2,0,-174.784083,49,1058,74.6,670,102.100.100/37124,TRUE,SAMN08218921,marine metagenome,408172,102.100.100/37124_74,PRJ385736,565,0.32,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,241.4,0.42,35.0302,,,,,-22.91900902,1998.7,2323,,
G34496,P15S_13736,34496,13736,1,1,SFC,PED,-1.50055,7,29.053,35.323,189.9,0.26,1.19,0.09,0.29,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SASW,SAMW,50,5.8,-174.6465,0,0.359,0.099,0.406,0.124,0,0,0,0,0.987,42513,0.827777778,2,0,-174.6465,50,1591,5.8,195,102.100.100/34412,FALSE,,,,,,566,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,248.2,0.95,35.045,0.4149,,,,,1999.2,2320.9,6.40E+05,5.50E+05
G34497,P15S_13836,34497,13836,1,1,SFC,PED,-0.99917,5.5,28.966,35.287,184.5,0.36,1.15,0.26,0.32,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,50,50.7,-174.647533,0,0.4,0.1,0.398,0.094,0,0,0,0,0.991,42513,0.763888889,2,0,-174.647533,50,1591,50.7,677,102.100.100/37131,TRUE,SAMN08218928,marine metagenome,408172,102.100.100/37131_50,PRJ385736,566,0.075,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,248.8,0.9,35.0353,,,,,,2001.6,2318.6,,
G34498,P15S_13936,34498,13936,1,1,SFC,PED,-0.49677,6.1,28.57,35.305,183.8,1.89,1.84,0.36,0.35,0.045,0.018,0.027,0.01,0,0,0.012,0.02,0.009,0.003,0,0.002,0.055,0,0.024,0,0.008,0.096,0.003,0.009,0.027,0.102,0.129,0.019,0.137135254,0.156487729,0.692728096,1.559,871.4280706,5960.216705,9.2140431,23.32849514,6.839596871,5751.462982,331.7089295,246.7083768,14.432585,71.52260046,12.19999299,PEW,SAMW,50,74.1,-174.647533,0,0.422,0.101,0.394,0.078,0,0,0,0,0.994,42513,0.763888889,2,0,-174.647533,50,1591,74.1,676,102.100.100/37130,TRUE,SAMN08218927,marine metagenome,408172,102.100.100/37130_74,PRJ385736,566,0.163,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,247.8,0.75,35.0256,,,,,-23.32849514,2007.8,2321.9,,
G34499,P15S_14036,34499,14036,1,1,SFC,PED,0.00383,5.9,28.1,35.241,180.1,1.93,2.35,0.4,0.36,0.112,0.039,0.041,0.01,0,0,0.013,0.045,0.016,0.006,0,0.003,0.096,0.01,0.015,0,0,0.061,0.002,0.01,0.045,0.081,0.197,0.014,0.141584956,0.262142429,0.617188045,1.726,990.282795,6535.693869,7.946790741,22.82014277,6.599825728,1564.693153,,333.6573457,16.20813,78.42832642,13.86395913,PEW,SAMW,51,5.9,-174.40893,0,0.442,0.105,0.384,0.065,0,0,0,0,0.996,42518,0.786111111,2,0,-174.40893,51,2663,5.9,196,102.100.100/34413,FALSE,,,,,,562,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,239.8,0.73,35.1887,,,,,-22.82014277,2013.9,2315,4.00E+05,3.70E+05
G34549,P15S_0235,34549,235,2,1,Depth_2,Southern Ocean,-66.331733,20,-1.503,34.071,355.1,63.74,28.4,0.22,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,51,21,-174.40893,0,0.443,0.105,0.384,0.063,0,0,0,0,0.996,42518,0.786111111,2,0,-174.40893,51,2663,21,683,102.100.100/37137,TRUE,SAMN08218934,marine metagenome,408172,102.100.100/37137_21,PRJ385736,562,0.012,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,239.8,0.9,35.1898,,0.481807472,0.095039699,0.386566664,,2193.2,2303.6,,
G34555,P15S_0334,34555,334,2,1,Depth_2,Southern Ocean,-65.6622,25,-1.299,34.064,343.8,63.32,28,0.23,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,51,66,-174.40893,0,0.448,0.105,0.384,0.058,0,0,0,0,0.996,42518,0.786111111,2,0,-174.40893,51,2663,66,682,102.100.100/37136,TRUE,SAMN08218933,marine metagenome,408172,102.100.100/37136_66,PRJ385736,562,0.534,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,243.3,1,35.1078,,0.527990547,0.082191525,0.359825867,,2191.6,2305.9,,
G36921,P15S_0434,36921,434,2,1,Depth_2,Southern Ocean,-64.995883,60.9,-0.352,34.085,334.6,55.38,28.16,0.28,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,52,6.7,-174.25463,0,0.406,0.114,0.406,0.07,0,0,0,0,0.997,42519,0.001388889,2,0,-174.25463,52,2865,6.7,197,102.100.100/34414,FALSE,,,,,,562,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,243.5,,35.0879,0.3607,,,,,2190.6,2304.4,,
G36927,P15S_0534,36927,534,2,1,Depth_2,Southern Ocean,-64.50175,40.9,-0.144,34.069,333.6,52.54,28.23,0.28,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,52,24.9,-174.25463,0,0.418,0.113,0.4,0.066,0,0,0,0,0.997,42519,0.001388889,2,0,-174.25463,52,2865,24.9,689,102.100.100/37143,TRUE,SAMN08218940,marine metagenome,408172,102.100.100/37143_24,PRJ385736,562,0.018,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,242.8,,35.0877,,0.839117175,0.052818732,0.097025756,,2186.2,2303.4,,
G36933,P15S_0634,36933,634,2,1,Depth_2,Southern Ocean,-63.990333,25.6,0.115,34.091,325.9,51.27,29.11,0.27,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,52,50.6,-174.25463,0,0.435,0.11,0.391,0.061,0,0,0,0,0.997,42519,0.001388889,2,0,-174.25463,52,2865,50.6,688,102.100.100/37142,TRUE,SAMN08218939,marine metagenome,408172,102.100.100/37142_50,PRJ385736,562,0.025,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,242.7,,35.0862,,0.760279482,0.109117456,0.089728367,,,,,
G36938,P15S_0834,36938,834,2,1,Depth_2,Southern Ocean,-62.99995,61.1,0.405,34.078,339,46.42,29.53,0.28,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,53,7.2,-173.95137,0,0.442,0.105,0.386,0.063,0,0,0,0,0.996,42519,0.265277778,2,0,-173.95137,53,3118,7.2,198,102.100.100/34415,FALSE,,,,,,565,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,,,35.1533,0.4537,0.330226345,0.090896899,0.539920943,,2189.1,2299.8,,
G36945,P15S_0935,36945,935,2,1,Depth_2,Southern Ocean,-62.49885,19.2,0.685,34.059,337.9,42.59,29.44,0.3,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,53,35.2,-173.95137,0,0.446,0.105,0.385,0.061,0,0,0,0,0.996,42519,0.265277778,2,0,-173.95137,53,3118,35.2,694,102.100.100/37148,TRUE,SAMN08218945,marine metagenome,408172,102.100.100/37148_35,PRJ385736,565,-0.013,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,241.4,,35.1556,,,,,,,,,
G36951,P15S_1135,36951,1135,2,1,Depth_2,Southern Ocean,-62.002633,24.4,0.892,34.074,331.5,42.62,29.85,0.25,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,53,59.4,-173.95137,0,0.449,0.105,0.383,0.059,0,0,0,0,0.996,42519,0.265277778,2,0,-173.95137,53,3118,59.4,693,102.100.100/37147,TRUE,SAMN08218944,marine metagenome,408172,102.100.100/37147_59,PRJ385736,565,-0.026,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,241.1,,35.1617,,0.14375047,0.269592713,0.564409471,,2193.8,2296.6,,
G36957,P15S_1235,36957,1235,2,1,Depth_2,Southern Ocean,-61.4919,33.7,1.44,34.037,330.2,31.66,29.32,0.27,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,54,6.3,-173.65205,0,0.474,0.106,0.37,0,0,0,0,0,0.95,42519,0.530555556,2,0,-173.65205,54,3295,6.3,199,102.100.100/34416,FALSE,,,,,,567,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,243.2,,35.1186,0.3087,0.143309104,0.322790695,0.510355812,,,,,
G36963,P15S_1335,36963,1335,2,1,Depth_2,Southern Ocean,-61.000983,20.4,1.533,34.002,331.1,27.21,28.81,0.28,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,54,39.9,-173.65205,0,0.478,0.106,0.367,0,0,0,0,0,0.951,42519,0.530555556,2,0,-173.65205,54,3295,39.9,700,102.100.100/37154,TRUE,SAMN08218951,marine metagenome,408172,102.100.100/37154_39,PRJ385736,567,-0.006,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,243,,35.1123,,0.158546286,0.274994127,0.541983602,,2174.6,2289.8,,
G34648,P15S_1535,34648,1535,2,1,Depth_2,Southern Ocean,-59.99985,35,2.258,33.921,329.4,15.78,27.11,0.27,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,54,62,-173.65205,0,0.48,0.107,0.366,0,0,0,0,0,0.953,42519,0.530555556,2,0,-173.65205,54,3295,62,699,102.100.100/37153,TRUE,SAMN08218950,marine metagenome,408172,102.100.100/37153_62,PRJ385736,567,-0.01,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,243,,35.113,,0.180853244,0.286033704,0.500232028,,2152.2,2280.1,,
G34654,P15S_1734,34654,1734,2,1,Depth_2,Southern Ocean,-58.9924,40,2.515,33.894,326.8,13.29,26.35,0.32,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,55,6.3,-173.32958,0,0.526,0.101,0.343,0,0,0,0,0,0.97,42519,0.804861111,2,0,-173.32958,55,4180,6.3,200,102.100.100/34417,FALSE,,,,,,570,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,243,,35.0822,,,,,,2150.4,2278.5,,
G36969,P15S_1934,36969,1934,2,1,Depth_2,Southern Ocean,-58.00085,48.5,3.14,33.893,320.1,9.9,25.3,0.26,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,55,23.6,-173.32958,0,0.515,0.103,0.348,0,0,0,0,0,0.966,42519,0.804861111,2,0,-173.32958,55,4180,23.6,706,102.100.100/37160,TRUE,SAMN08218957,marine metagenome,408172,102.100.100/37160_23,PRJ385736,570,-0.011,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,243.2,,35.0994,,0.154915215,0.259208695,0.563195431,,2142.7,2273.5,,
G36975,P15S_2035,36975,2035,2,1,Depth_2,Southern Ocean,-57.502917,35,3.642,33.911,316.4,8.02,24.43,0.24,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,55,50.8,-173.32958,0,0.498,0.105,0.356,0,0,0,0,0,0.959,42519,0.804861111,2,0,-173.32958,55,4180,50.8,705,102.100.100/37159,TRUE,SAMN08218956,marine metagenome,408172,102.100.100/37159_50,PRJ385736,570,-0.029,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,243.2,,35.1159,,,,,,2136.8,2269.2,,
G36981,P15S_2134,36981,2134,2,1,Depth_2,Southern Ocean,-57.0067,40.9,3.943,33.917,313.9,6.7,23.78,0.24,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,56,4.5,-173.02195,0,0.508,0.105,0.346,0,0,0,0,0,0.96,42519,0.084722222,2,0,-173.02195,56,4592,4.5,201,102.100.100/34418,FALSE,,,,,,572,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,243.7,,35.1177,0.3488,,,,,,,,
